Date,Vegetable,Price
03/10/2022,Bitter Gourd,31
03/10/2022,Potato,33
03/10/2022,Ladies Finger,23
03/10/2022,Snake Gourd,36
03/10/2022,Spinach,12
03/10/2022,Lemon,64
03/10/2022,Onion,24
03/10/2022,Banana,11
03/11/2022,Spinach,14
03/11/2022,Amla,50
03/11/2022,Green Chilli,38
03/11/2022,Tomato,31
03/11/2022,Onion,36
03/11/2022,Potato,35
03/11/2022,Snake Gourd,34
03/11/2022,French Beans,59
03/11/2022,Ivy Gourd,23
03/11/2022,Lemon,57
03/11/2022,Bitter Gourd,35
03/11/2022,Mango Raw,96
03/11/2022,Banana,11
03/11/2022,Ladies Finger,21
03/11/2022,Capsicum,42
03/11/2022,Coriander Leaves,9
03/12/2022,Ladies Finger,32
03/12/2022,French Beans,23
03/12/2022,Bitter Gourd,31
03/12/2022,Mango Raw,101
03/12/2022,Tomato,15
03/12/2022,Banana,7
03/12/2022,Capsicum,44
03/12/2022,Snake Gourd,28
03/12/2022,Spinach,13
03/12/2022,Green Chilli,34
03/12/2022,Ivy Gourd,23
03/12/2022,Lemon,57
03/12/2022,Potato,31
03/12/2022,Amla,60
03/12/2022,Onion,26
03/12/2022,Coriander Leaves,9
04/01/2022,Spinach,13
04/01/2022,Ivy Gourd,29
04/01/2022,Banana,7
04/01/2022,Bitter Gourd,55
04/01/2022,Potato,26
04/01/2022,Lemon,42
04/01/2022,Ladies Finger,59
04/01/2022,Capsicum,40
04/01/2022,Green Chilli,40
04/01/2022,Tomato,47
04/01/2022,Mango Raw,76
04/01/2022,Amla,70
04/01/2022,Snake Gourd,38
04/01/2022,French Beans,52
04/01/2022,Coriander Leaves,10
04/01/2022,Onion,38
04/01/2023,Ladies Finger,32
04/01/2023,Banana,10
04/01/2023,Snake Gourd,30
04/01/2023,French Beans,35
04/01/2023,Potato,30
04/01/2023,Spinach,10
04/01/2023,Onion,27
04/01/2023,Mango Raw,109
04/01/2023,Tomato,19
04/01/2023,Ivy Gourd,27
04/01/2023,Lemon,45
04/01/2023,Bitter Gourd,27
04/01/2023,Amla,60
04/01/2023,Capsicum,48
04/01/2023,Coriander Leaves,6
04/01/2023,Green Chilli,35
04/02/2022,Snake Gourd,26
04/02/2022,Bitter Gourd,33
04/02/2022,Tomato,18
04/02/2022,Green Chilli,42
04/02/2022,French Beans,42
04/02/2022,Ladies Finger,57
04/02/2022,Capsicum,46
04/02/2022,Lemon,35
04/02/2022,Ivy Gourd,34
04/02/2022,Mango Raw,74
04/02/2022,Spinach,11
04/02/2022,Coriander Leaves,8
04/02/2022,Amla,50
04/02/2022,Banana,4
04/02/2022,Potato,21
04/02/2022,Onion,35
04/02/2023,Spinach,17
04/02/2023,Onion,22
04/02/2023,Bitter Gourd,29
04/02/2023,Ladies Finger,46
04/02/2023,Lemon,53
04/02/2023,Banana,7
04/02/2023,Green Chilli,35
04/02/2023,Ivy Gourd,25
04/02/2023,Capsicum,40
04/02/2023,Coriander Leaves,7
04/02/2023,Potato,39
04/02/2023,French Beans,39
04/02/2023,Mango Raw,106
04/02/2023,Snake Gourd,30
04/02/2023,Amla,60
04/02/2023,Tomato,23
04/03/2022,Mango Raw,77
04/03/2022,Lemon,35
04/03/2022,Spinach,11
04/03/2022,Green Chilli,43
04/03/2022,Capsicum,36
04/03/2022,Amla,60
04/03/2022,Potato,23
04/03/2022,Bitter Gourd,28
04/03/2022,Coriander Leaves,11
04/03/2022,Ladies Finger,25
04/03/2022,Banana,6
04/03/2022,French Beans,29
04/03/2022,Ivy Gourd,37
04/03/2022,Tomato,21
04/03/2022,Snake Gourd,20
04/03/2022,Onion,33
04/03/2023,Coriander Leaves,8
04/03/2023,Banana,9
04/03/2023,Lemon,55
04/03/2023,Green Chilli,39
04/03/2023,Bitter Gourd,26
04/03/2023,Ivy Gourd,28
04/03/2023,Onion,19
04/03/2023,Spinach,11
04/03/2023,Potato,29
04/03/2023,Snake Gourd,28
04/03/2023,French Beans,40
04/03/2023,Mango Raw,93
04/03/2023,Ladies Finger,45
04/03/2023,Capsicum,43
04/03/2023,Amla,70
04/03/2023,Tomato,28
04/04/2022,Green Chilli,35
04/04/2022,Amla,60
04/04/2022,Snake Gourd,21
04/04/2022,Coriander Leaves,8
04/04/2022,Ivy Gourd,33
04/04/2022,Tomato,11
04/04/2022,French Beans,26
04/04/2022,Ladies Finger,23
04/04/2022,Spinach,10
04/04/2022,Potato,20
04/04/2022,Lemon,35
04/04/2022,Mango Raw,53
04/04/2022,Bitter Gourd,29
04/04/2022,Onion,25
04/04/2022,Banana,6
04/04/2022,Capsicum,34
04/04/2023,Snake Gourd,27
04/04/2023,Coriander Leaves,6
04/04/2023,Ladies Finger,34
04/04/2023,Green Chilli,41
04/04/2023,French Beans,42
04/04/2023,Spinach,15
04/04/2023,Bitter Gourd,34
04/04/2023,Mango Raw,42
04/04/2023,Onion,20
04/04/2023,Potato,22
04/04/2023,Amla,50
04/04/2023,Capsicum,48
04/04/2023,Lemon,56
04/04/2023,Ivy Gourd,25
04/04/2023,Banana,11
04/04/2023,Tomato,15
04/05/2022,Bitter Gourd,30
04/05/2022,Coriander Leaves,11
04/05/2022,Capsicum,31
04/05/2022,Mango Raw,20
04/05/2022,Lemon,38
04/05/2022,Ivy Gourd,28
04/05/2022,Potato,27
04/05/2022,Banana,8
04/05/2022,Ladies Finger,24
04/05/2022,French Beans,36
04/05/2022,Amla,50
04/05/2022,Green Chilli,45
04/05/2022,Tomato,52
04/05/2022,Spinach,14
04/05/2022,Snake Gourd,21
04/05/2022,Onion,22
04/05/2023,Mango Raw,35
04/05/2023,Amla,50
04/05/2023,Ladies Finger,35
04/05/2023,Tomato,14
04/05/2023,Capsicum,47
04/05/2023,Banana,12
04/05/2023,Snake Gourd,30
04/05/2023,Bitter Gourd,26
04/05/2023,French Beans,49
04/05/2023,Onion,20
04/05/2023,Coriander Leaves,5
04/05/2023,Green Chilli,48
04/05/2023,Ivy Gourd,23
04/05/2023,Spinach,14
04/05/2023,Potato,23
04/05/2023,Lemon,58
04/06/2022,Banana,7
04/06/2022,Tomato,50
04/06/2022,Coriander Leaves,10
04/06/2022,Green Chilli,38
04/06/2022,Snake Gourd,20
04/06/2022,Capsicum,32
04/06/2022,Mango Raw,23
04/06/2022,French Beans,68
04/06/2022,Lemon,52
04/06/2022,Onion,16
04/06/2022,Ladies Finger,32
04/06/2022,Amla,60
04/06/2022,Bitter Gourd,37
04/06/2022,Potato,27
04/06/2022,Spinach,12
04/06/2022,Ivy Gourd,24
04/06/2023,Ladies Finger,40
04/06/2023,Ivy Gourd,28
04/06/2023,Spinach,16
04/06/2023,Banana,10
04/06/2023,Potato,25
04/06/2023,Bitter Gourd,34
04/06/2023,Green Chilli,48
04/06/2023,Capsicum,40
04/06/2023,Mango Raw,29
04/06/2023,French Beans,48
04/06/2023,Lemon,56
04/06/2023,Tomato,28
04/06/2023,Onion,21
04/06/2023,Amla,70
04/06/2023,Snake Gourd,26
04/06/2023,Coriander Leaves,5
04/07/2022,Lemon,63
04/07/2022,French Beans,54
04/07/2022,Spinach,13
04/07/2022,Potato,23
04/07/2022,Ladies Finger,32
04/07/2022,Green Chilli,27
04/07/2022,Mango Raw,38
04/07/2022,Capsicum,35
04/07/2022,Tomato,21
04/07/2022,Onion,20
04/07/2022,Snake Gourd,25
04/07/2022,Bitter Gourd,36
04/07/2022,Ivy Gourd,28
04/07/2022,Banana,6
04/07/2022,Amla,50
04/07/2022,Coriander Leaves,12
04/07/2023,Lemon,53
04/07/2023,Amla,70
04/07/2023,French Beans,64
04/07/2023,Potato,31
04/07/2023,Onion,21
04/07/2023,Spinach,13
04/07/2023,Bitter Gourd,30
04/07/2023,Capsicum,50
04/07/2023,Green Chilli,53
04/07/2023,Mango Raw,26
04/07/2023,Ivy Gourd,25
04/07/2023,Coriander Leaves,9
04/07/2023,Ladies Finger,42
04/07/2023,Tomato,97
04/07/2023,Snake Gourd,31
04/07/2023,Banana,12
04/08/2022,Spinach,13
04/08/2022,Snake Gourd,26
04/08/2022,Onion,24
04/08/2022,Banana,8
04/08/2022,French Beans,63
04/08/2022,Tomato,16
04/08/2022,Ivy Gourd,26
04/08/2022,Bitter Gourd,30
04/08/2022,Lemon,54
04/08/2022,Mango Raw,68
04/08/2022,Amla,50
04/08/2022,Coriander Leaves,11
04/08/2022,Ladies Finger,37
04/08/2022,Capsicum,33
04/08/2022,Green Chilli,36
04/08/2022,Potato,34
04/08/2023,Banana,9
04/08/2023,Spinach,12
04/08/2023,Mango Raw,36
04/08/2023,Bitter Gourd,36
04/08/2023,French Beans,67
04/08/2023,Onion,25
04/08/2023,Green Chilli,91
04/08/2023,Ivy Gourd,27
04/08/2023,Potato,30
04/08/2023,Tomato,140
04/08/2023,Amla,80
04/08/2023,Lemon,45
04/08/2023,Ladies Finger,39
04/08/2023,Snake Gourd,34
04/08/2023,Coriander Leaves,9
04/08/2023,Capsicum,50
04/09/2022,Green Chilli,37
04/09/2022,Ivy Gourd,23
04/09/2022,Lemon,54
04/09/2022,Banana,10
04/09/2022,Snake Gourd,29
04/09/2022,Potato,32
04/09/2022,Capsicum,31
04/09/2022,Onion,26
04/09/2022,French Beans,47
04/09/2022,Coriander Leaves,10
04/09/2022,Bitter Gourd,39
04/09/2022,Amla,50
04/09/2022,Ladies Finger,20
04/09/2022,Tomato,24
04/09/2022,Spinach,10
04/09/2022,Mango Raw,102
04/10/2022,Potato,33
04/10/2022,Bitter Gourd,31
04/10/2022,Spinach,12
04/10/2022,Lemon,64
04/10/2022,Onion,24
04/10/2022,Ivy Gourd,23
04/10/2022,Snake Gourd,36
04/10/2022,Ladies Finger,23
04/10/2022,Mango Raw,97
04/10/2022,Amla,50
04/10/2022,Capsicum,40
04/10/2022,Banana,11
04/10/2022,French Beans,60
04/10/2022,Green Chilli,35
04/10/2022,Coriander Leaves,10
04/10/2022,Tomato,37
04/11/2022,Ladies Finger,21
04/11/2022,French Beans,59
04/11/2022,Lemon,57
04/11/2022,Spinach,14
04/11/2022,Tomato,31
04/11/2022,Potato,35
04/11/2022,Banana,11
04/11/2022,Green Chilli,38
04/11/2022,Capsicum,42
04/11/2022,Amla,50
04/11/2022,Coriander Leaves,9
04/11/2022,Onion,36
04/11/2022,Bitter Gourd,35
04/11/2022,Snake Gourd,34
04/11/2022,Ivy Gourd,23
04/11/2022,Mango Raw,96
04/12/2022,Spinach,13
04/12/2022,Lemon,57
04/12/2022,Coriander Leaves,9
04/12/2022,Green Chilli,34
04/12/2022,Amla,60
04/12/2022,Capsicum,44
04/12/2022,French Beans,23
04/12/2022,Banana,7
04/12/2022,Snake Gourd,28
04/12/2022,Potato,31
04/12/2022,Tomato,15
04/12/2022,Mango Raw,101
04/12/2022,Bitter Gourd,31
04/12/2022,Ivy Gourd,23
04/12/2022,Onion,26
04/12/2022,Ladies Finger,32
05/01/2022,Capsicum,40
05/01/2022,Tomato,47
05/01/2022,French Beans,52
05/01/2022,Mango Raw,76
05/01/2022,Ladies Finger,59
05/01/2022,Onion,38
05/01/2022,Ivy Gourd,29
05/01/2022,Amla,70
05/01/2022,Potato,26
05/01/2022,Snake Gourd,38
05/01/2022,Lemon,42
05/01/2022,Green Chilli,40
05/01/2022,Bitter Gourd,55
05/01/2022,Coriander Leaves,10
05/01/2022,Spinach,13
05/01/2022,Banana,7
05/01/2023,Banana,7
05/01/2023,Ivy Gourd,25
05/01/2023,Spinach,15
05/01/2023,Amla,70
05/01/2023,Onion,27
05/01/2023,Coriander Leaves,7
05/01/2023,Bitter Gourd,32
05/01/2023,Mango Raw,93
05/01/2023,Snake Gourd,32
05/01/2023,Lemon,52
05/01/2023,Capsicum,48
05/01/2023,Potato,25
05/01/2023,French Beans,33
05/01/2023,Ladies Finger,32
05/01/2023,Tomato,19
05/01/2023,Green Chilli,33
05/02/2022,Coriander Leaves,9
05/02/2022,Onion,37
05/02/2022,Lemon,35
05/02/2022,Green Chilli,42
05/02/2022,Capsicum,48
05/02/2022,Amla,60
05/02/2022,Ivy Gourd,32
05/02/2022,Spinach,12
05/02/2022,Snake Gourd,27
05/02/2022,French Beans,40
05/02/2022,Bitter Gourd,33
05/02/2022,Ladies Finger,59
05/02/2022,Tomato,22
05/02/2022,Mango Raw,72
05/02/2022,Banana,5
05/02/2022,Potato,21
05/02/2023,Capsicum,40
05/02/2023,Ivy Gourd,25
05/02/2023,Coriander Leaves,7
05/02/2023,Onion,22
05/02/2023,Bitter Gourd,29
05/02/2023,Green Chilli,35
05/02/2023,Amla,60
05/02/2023,Mango Raw,106
05/02/2023,Potato,39
05/02/2023,French Beans,39
05/02/2023,Snake Gourd,30
05/02/2023,Tomato,23
05/02/2023,Banana,7
05/02/2023,Lemon,53
05/02/2023,Ladies Finger,46
05/02/2023,Spinach,17
05/03/2022,Banana,6
05/03/2022,Ivy Gourd,37
05/03/2022,Green Chilli,43
05/03/2022,Coriander Leaves,11
05/03/2022,Bitter Gourd,28
05/03/2022,Ladies Finger,25
05/03/2022,Tomato,21
05/03/2022,Mango Raw,77
05/03/2022,Onion,33
05/03/2022,Spinach,11
05/03/2022,Snake Gourd,20
05/03/2022,French Beans,29
05/03/2022,Potato,23
05/03/2022,Capsicum,36
05/03/2022,Lemon,35
05/03/2022,Amla,60
05/03/2023,Snake Gourd,28
05/03/2023,Ladies Finger,45
05/03/2023,Potato,29
05/03/2023,Tomato,28
05/03/2023,Amla,70
05/03/2023,Coriander Leaves,8
05/03/2023,French Beans,40
05/03/2023,Ivy Gourd,28
05/03/2023,Spinach,11
05/03/2023,Lemon,55
05/03/2023,Capsicum,43
05/03/2023,Green Chilli,39
05/03/2023,Mango Raw,93
05/03/2023,Banana,9
05/03/2023,Onion,19
05/03/2023,Bitter Gourd,26
05/04/2022,Banana,6
05/04/2022,Amla,60
05/04/2022,Coriander Leaves,8
05/04/2022,Onion,25
05/04/2022,Ladies Finger,23
05/04/2022,Lemon,35
05/04/2022,Tomato,11
05/04/2022,Snake Gourd,21
05/04/2022,Ivy Gourd,33
05/04/2022,Potato,20
05/04/2022,Bitter Gourd,29
05/04/2022,Spinach,10
05/04/2022,Green Chilli,35
05/04/2022,Capsicum,34
05/04/2022,French Beans,26
05/04/2022,Mango Raw,53
05/04/2023,Ladies Finger,34
05/04/2023,Green Chilli,41
05/04/2023,Spinach,15
05/04/2023,Potato,22
05/04/2023,Coriander Leaves,6
05/04/2023,Lemon,56
05/04/2023,Onion,20
05/04/2023,Amla,50
05/04/2023,Snake Gourd,27
05/04/2023,Capsicum,48
05/04/2023,Tomato,15
05/04/2023,French Beans,42
05/04/2023,Mango Raw,42
05/04/2023,Bitter Gourd,34
05/04/2023,Ivy Gourd,25
05/04/2023,Banana,11
05/05/2022,Bitter Gourd,26
05/05/2022,Lemon,40
05/05/2022,Amla,50
05/05/2022,Coriander Leaves,10
05/05/2022,Snake Gourd,20
05/05/2022,French Beans,33
05/05/2022,Mango Raw,25
05/05/2022,Spinach,12
05/05/2022,Ladies Finger,23
05/05/2022,Onion,23
05/05/2022,Tomato,48
05/05/2022,Capsicum,31
05/05/2022,Green Chilli,36
05/05/2022,Potato,28
05/05/2022,Banana,5
05/05/2022,Ivy Gourd,28
05/05/2023,French Beans,49
05/05/2023,Potato,23
05/05/2023,Lemon,58
05/05/2023,Capsicum,47
05/05/2023,Green Chilli,48
05/05/2023,Ivy Gourd,23
05/05/2023,Snake Gourd,30
05/05/2023,Mango Raw,35
05/05/2023,Banana,12
05/05/2023,Tomato,14
05/05/2023,Coriander Leaves,5
05/05/2023,Onion,19
05/05/2023,Spinach,14
05/05/2023,Ladies Finger,35
05/05/2023,Bitter Gourd,26
05/05/2023,Amla,50
05/06/2022,Lemon,52
05/06/2022,Onion,16
05/06/2022,Green Chilli,38
05/06/2022,Coriander Leaves,10
05/06/2022,Potato,27
05/06/2022,Bitter Gourd,37
05/06/2022,French Beans,68
05/06/2022,Capsicum,32
05/06/2022,Mango Raw,23
05/06/2022,Ivy Gourd,24
05/06/2022,Ladies Finger,32
05/06/2022,Spinach,12
05/06/2022,Banana,7
05/06/2022,Amla,60
05/06/2022,Snake Gourd,20
05/06/2022,Tomato,50
05/06/2023,French Beans,48
05/06/2023,Ladies Finger,34
05/06/2023,Bitter Gourd,31
05/06/2023,Onion,21
05/06/2023,Green Chilli,42
05/06/2023,Spinach,16
05/06/2023,Capsicum,47
05/06/2023,Ivy Gourd,26
05/06/2023,Snake Gourd,29
05/06/2023,Tomato,28
05/06/2023,Amla,50
05/06/2023,Mango Raw,30
05/06/2023,Lemon,50
05/06/2023,Coriander Leaves,9
05/06/2023,Potato,27
05/06/2023,Banana,11
05/07/2022,French Beans,54
05/07/2022,Snake Gourd,25
05/07/2022,Lemon,63
05/07/2022,Mango Raw,38
05/07/2022,Onion,20
05/07/2022,Bitter Gourd,36
05/07/2022,Ladies Finger,32
05/07/2022,Banana,6
05/07/2022,Amla,50
05/07/2022,Capsicum,35
05/07/2022,Coriander Leaves,12
05/07/2022,Ivy Gourd,28
05/07/2022,Tomato,21
05/07/2022,Spinach,13
05/07/2022,Green Chilli,27
05/07/2022,Potato,23
05/07/2023,Coriander Leaves,9
05/07/2023,Onion,24
05/07/2023,Green Chilli,53
05/07/2023,Tomato,97
05/07/2023,Potato,31
05/07/2023,Capsicum,50
05/07/2023,Amla,70
05/07/2023,Ladies Finger,42
05/07/2023,Ivy Gourd,25
05/07/2023,Lemon,53
05/07/2023,Spinach,13
05/07/2023,Banana,12
05/07/2023,French Beans,64
05/07/2023,Mango Raw,26
05/07/2023,Bitter Gourd,30
05/07/2023,Snake Gourd,31
05/08/2022,Mango Raw,68
05/08/2022,Spinach,13
05/08/2022,Coriander Leaves,11
05/08/2022,Tomato,16
05/08/2022,Capsicum,33
05/08/2022,Lemon,54
05/08/2022,Green Chilli,36
05/08/2022,Ivy Gourd,26
05/08/2022,Potato,34
05/08/2022,Onion,24
05/08/2022,Ladies Finger,37
05/08/2022,Amla,50
05/08/2022,Snake Gourd,26
05/08/2022,Banana,8
05/08/2022,Bitter Gourd,30
05/08/2022,French Beans,63
05/08/2023,Lemon,45
05/08/2023,Snake Gourd,34
05/08/2023,Mango Raw,36
05/08/2023,Spinach,12
05/08/2023,Tomato,140
05/08/2023,Banana,9
05/08/2023,Bitter Gourd,36
05/08/2023,Ivy Gourd,27
05/08/2023,Amla,80
05/08/2023,Coriander Leaves,9
05/08/2023,Capsicum,50
05/08/2023,Ladies Finger,39
05/08/2023,French Beans,67
05/08/2023,Potato,30
05/08/2023,Onion,25
05/08/2023,Green Chilli,91
05/09/2022,Amla,50
05/09/2022,Snake Gourd,30
05/09/2022,Bitter Gourd,36
05/09/2022,Banana,11
05/09/2022,Coriander Leaves,7
05/09/2022,Ladies Finger,21
05/09/2022,Spinach,10
05/09/2022,Potato,36
05/09/2022,Mango Raw,86
05/09/2022,French Beans,54
05/09/2022,Tomato,23
05/09/2022,Capsicum,36
05/09/2022,Lemon,64
05/09/2022,Green Chilli,33
05/09/2022,Onion,24
05/09/2022,Ivy Gourd,25
05/10/2022,Lemon,64
05/10/2022,Snake Gourd,36
05/10/2022,Mango Raw,97
05/10/2022,Bitter Gourd,31
05/10/2022,Capsicum,40
05/10/2022,Amla,50
05/10/2022,Tomato,37
05/10/2022,Potato,33
05/10/2022,Ladies Finger,23
05/10/2022,French Beans,60
05/10/2022,Coriander Leaves,10
05/10/2022,Spinach,12
05/10/2022,Banana,11
05/10/2022,Ivy Gourd,23
05/10/2022,Onion,24
05/10/2022,Green Chilli,35
05/11/2022,Lemon,57
05/11/2022,Mango Raw,96
05/11/2022,Green Chilli,38
05/11/2022,Coriander Leaves,9
05/11/2022,Tomato,31
05/11/2022,Ladies Finger,21
05/11/2022,Capsicum,42
05/11/2022,Amla,50
05/11/2022,Ivy Gourd,23
05/11/2022,Snake Gourd,34
05/11/2022,Bitter Gourd,35
05/11/2022,Spinach,14
05/11/2022,French Beans,59
05/11/2022,Potato,35
05/11/2022,Onion,36
05/11/2022,Banana,11
05/12/2022,Amla,60
05/12/2022,Ladies Finger,32
05/12/2022,Green Chilli,34
05/12/2022,Lemon,57
05/12/2022,Banana,7
05/12/2022,Snake Gourd,28
05/12/2022,Bitter Gourd,31
05/12/2022,Onion,26
05/12/2022,Capsicum,44
05/12/2022,Potato,31
05/12/2022,Ivy Gourd,23
05/12/2022,Coriander Leaves,9
05/12/2022,Tomato,15
05/12/2022,Spinach,13
05/12/2022,French Beans,23
05/12/2022,Mango Raw,101
06/01/2022,Banana,6
06/01/2022,Potato,24
06/01/2022,Tomato,49
06/01/2022,Ladies Finger,58
06/01/2022,Lemon,39
06/01/2022,French Beans,37
06/01/2022,Spinach,10
06/01/2022,Mango Raw,74
06/01/2022,Amla,80
06/01/2022,Ivy Gourd,35
06/01/2022,Snake Gourd,34
06/01/2022,Onion,35
06/01/2022,Capsicum,39
06/01/2022,Coriander Leaves,12
06/01/2022,Bitter Gourd,57
06/01/2022,Green Chilli,80
06/01/2023,Ladies Finger,32
06/01/2023,French Beans,33
06/01/2023,Capsicum,48
06/01/2023,Spinach,15
06/01/2023,Bitter Gourd,32
06/01/2023,Potato,25
06/01/2023,Ivy Gourd,25
06/01/2023,Mango Raw,93
06/01/2023,Tomato,19
06/01/2023,Banana,7
06/01/2023,Amla,70
06/01/2023,Onion,26
06/01/2023,Lemon,52
06/01/2023,Green Chilli,33
06/01/2023,Snake Gourd,32
06/01/2023,Coriander Leaves,7
06/02/2022,Coriander Leaves,9
06/02/2022,Onion,37
06/02/2022,Ladies Finger,59
06/02/2022,Amla,60
06/02/2022,Ivy Gourd,32
06/02/2022,Bitter Gourd,33
06/02/2022,Capsicum,48
06/02/2022,Snake Gourd,27
06/02/2022,Potato,21
06/02/2022,Tomato,22
06/02/2022,Mango Raw,72
06/02/2022,Lemon,35
06/02/2022,Spinach,12
06/02/2022,French Beans,40
06/02/2022,Green Chilli,42
06/02/2022,Banana,5
06/02/2023,Spinach,17
06/02/2023,Coriander Leaves,8
06/02/2023,Green Chilli,32
06/02/2023,Capsicum,41
06/02/2023,Ivy Gourd,22
06/02/2023,Potato,33
06/02/2023,Bitter Gourd,31
06/02/2023,Lemon,57
06/02/2023,Banana,12
06/02/2023,Onion,22
06/02/2023,Tomato,23
06/02/2023,Amla,60
06/02/2023,Ladies Finger,48
06/02/2023,French Beans,36
06/02/2023,Mango Raw,92
06/02/2023,Snake Gourd,32
06/03/2022,Ladies Finger,25
06/03/2022,Banana,6
06/03/2022,Onion,33
06/03/2022,Mango Raw,77
06/03/2022,Coriander Leaves,11
06/03/2022,French Beans,29
06/03/2022,Lemon,35
06/03/2022,Potato,23
06/03/2022,Ivy Gourd,37
06/03/2022,Green Chilli,43
06/03/2022,Capsicum,36
06/03/2022,Spinach,11
06/03/2022,Snake Gourd,20
06/03/2022,Tomato,21
06/03/2022,Bitter Gourd,28
06/03/2022,Amla,60
06/03/2023,Amla,70
06/03/2023,Snake Gourd,28
06/03/2023,Spinach,11
06/03/2023,Banana,9
06/03/2023,Tomato,28
06/03/2023,Mango Raw,93
06/03/2023,Coriander Leaves,8
06/03/2023,French Beans,40
06/03/2023,Capsicum,43
06/03/2023,Lemon,55
06/03/2023,Ivy Gourd,28
06/03/2023,Onion,19
06/03/2023,Ladies Finger,45
06/03/2023,Green Chilli,39
06/03/2023,Potato,29
06/03/2023,Bitter Gourd,26
06/04/2022,Lemon,35
06/04/2022,Snake Gourd,21
06/04/2022,Coriander Leaves,8
06/04/2022,Amla,60
06/04/2022,Bitter Gourd,29
06/04/2022,Ivy Gourd,33
06/04/2022,Onion,25
06/04/2022,Spinach,10
06/04/2022,Ladies Finger,23
06/04/2022,Potato,20
06/04/2022,Capsicum,34
06/04/2022,Green Chilli,35
06/04/2022,Tomato,11
06/04/2022,Banana,6
06/04/2022,Mango Raw,53
06/04/2022,French Beans,26
06/04/2023,Snake Gourd,27
06/04/2023,Green Chilli,41
06/04/2023,Ivy Gourd,25
06/04/2023,French Beans,42
06/04/2023,Coriander Leaves,6
06/04/2023,Mango Raw,42
06/04/2023,Amla,50
06/04/2023,Capsicum,48
06/04/2023,Ladies Finger,34
06/04/2023,Banana,11
06/04/2023,Onion,20
06/04/2023,Lemon,56
06/04/2023,Potato,22
06/04/2023,Tomato,15
06/04/2023,Bitter Gourd,34
06/04/2023,Spinach,15
06/05/2022,Onion,23
06/05/2022,Potato,28
06/05/2022,Capsicum,31
06/05/2022,Amla,50
06/05/2022,Mango Raw,25
06/05/2022,Coriander Leaves,10
06/05/2022,Green Chilli,36
06/05/2022,Ladies Finger,23
06/05/2022,Snake Gourd,20
06/05/2022,Tomato,48
06/05/2022,Spinach,12
06/05/2022,Lemon,40
06/05/2022,Bitter Gourd,26
06/05/2022,French Beans,33
06/05/2022,Banana,5
06/05/2022,Ivy Gourd,28
06/05/2023,Banana,12
06/05/2023,French Beans,49
06/05/2023,Ladies Finger,35
06/05/2023,Lemon,58
06/05/2023,Coriander Leaves,5
06/05/2023,Onion,19
06/05/2023,Amla,50
06/05/2023,Green Chilli,48
06/05/2023,Bitter Gourd,26
06/05/2023,Mango Raw,35
06/05/2023,Tomato,14
06/05/2023,Capsicum,47
06/05/2023,Snake Gourd,30
06/05/2023,Spinach,14
06/05/2023,Potato,23
06/05/2023,Ivy Gourd,23
06/06/2022,Onion,16
06/06/2022,Capsicum,32
06/06/2022,French Beans,68
06/06/2022,Bitter Gourd,37
06/06/2022,Amla,60
06/06/2022,Ladies Finger,32
06/06/2022,Snake Gourd,20
06/06/2022,Tomato,50
06/06/2022,Potato,27
06/06/2022,Banana,7
06/06/2022,Ivy Gourd,24
06/06/2022,Coriander Leaves,10
06/06/2022,Lemon,52
06/06/2022,Mango Raw,23
06/06/2022,Green Chilli,38
06/06/2022,Spinach,12
06/06/2023,Coriander Leaves,9
06/06/2023,Bitter Gourd,31
06/06/2023,Amla,50
06/06/2023,Potato,27
06/06/2023,Capsicum,47
06/06/2023,French Beans,48
06/06/2023,Mango Raw,30
06/06/2023,Spinach,16
06/06/2023,Ladies Finger,34
06/06/2023,Snake Gourd,29
06/06/2023,Onion,20
06/06/2023,Ivy Gourd,26
06/06/2023,Lemon,50
06/06/2023,Tomato,28
06/06/2023,Green Chilli,42
06/06/2023,Banana,11
06/07/2022,Lemon,63
06/07/2022,Ivy Gourd,28
06/07/2022,Banana,6
06/07/2022,Potato,23
06/07/2022,Coriander Leaves,12
06/07/2022,French Beans,54
06/07/2022,Tomato,21
06/07/2022,Spinach,13
06/07/2022,Ladies Finger,32
06/07/2022,Capsicum,35
06/07/2022,Snake Gourd,25
06/07/2022,Amla,50
06/07/2022,Green Chilli,27
06/07/2022,Onion,20
06/07/2022,Mango Raw,38
06/07/2022,Bitter Gourd,36
06/07/2023,Tomato,97
06/07/2023,Spinach,13
06/07/2023,Amla,70
06/07/2023,French Beans,64
06/07/2023,Potato,31
06/07/2023,Coriander Leaves,9
06/07/2023,Snake Gourd,31
06/07/2023,Capsicum,50
06/07/2023,Mango Raw,26
06/07/2023,Lemon,53
06/07/2023,Bitter Gourd,30
06/07/2023,Banana,12
06/07/2023,Green Chilli,53
06/07/2023,Onion,24
06/07/2023,Ivy Gourd,25
06/07/2023,Ladies Finger,42
06/08/2022,Potato,34
06/08/2022,Lemon,54
06/08/2022,Mango Raw,68
06/08/2022,Ivy Gourd,26
06/08/2022,Coriander Leaves,11
06/08/2022,Amla,50
06/08/2022,Tomato,16
06/08/2022,French Beans,63
06/08/2022,Banana,8
06/08/2022,Ladies Finger,37
06/08/2022,Onion,24
06/08/2022,Spinach,13
06/08/2022,Green Chilli,36
06/08/2022,Bitter Gourd,30
06/08/2022,Snake Gourd,26
06/08/2022,Capsicum,33
06/08/2023,Spinach,12
